Trending_days,Publish_Time,Category_id
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,A,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,A
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,B,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
A,C,B
